,8_n,8_p,8_l,9_n,9_p,9_l
3802,POLA1,0.013835570499360746,2.3490644,POLA1,0.013835570499360746,-2.3490644
3803,AHNAK,0.01387635672795153,3.494174,AHNAK,0.01387635672795153,-3.494174
3804,CCDC171,0.013896789622838733,1.3029976,CCDC171,0.013896789622838733,-1.3029976
3805,CALU,0.013901901995243182,0.71486527,CALU,0.013901901995243182,-0.71486527
3806,ASCC3,0.01392748877186298,0.7205872,ASCC3,0.01392748877186298,-0.7205872
3807,ATXN7L3B,0.013958247775371612,0.8124744,ATXN7L3B,0.013958247775371612,-0.8124744
3808,CCDC130,0.013963380101977204,1.9527493,CCDC130,0.013963380101977204,-1.9527493
3809,RECQL4,0.013968514094362696,26.48797,RECQL4,0.013968514094362696,-26.48797
3810,ANKRD35,0.013968514094362696,26.763252,ANKRD35,0.013968514094362696,-26.763252
3811,SBNO1,0.014050884887013395,0.15720333,SBNO1,0.014050884887013395,-0.15720333
3812,EXOG,0.014164844613425782,0.0376745,EXOG,0.014164844613425782,-0.0376745
3813,EHD4,0.014190858009808413,0.5615538,EHD4,0.014190858009808413,-0.5615538
3814,RAP2C,0.014196065744408536,0.5811688,RAP2C,0.014196065744408536,-0.5811688
3815,PNPLA2,0.0142169135490552,0.8692426,PNPLA2,0.0142169135490552,-0.8692426
3816,CAMK4,0.014222129719054765,0.9656816,CAMK4,0.014222129719054765,-0.9656816
3817,KAT6A,0.014227347577500308,0.5214461,KAT6A,0.014227347577500308,-0.5214461
3818,TGFB1,0.014248235904855409,0.5434586,TGFB1,0.014248235904855409,-0.5434586
3819,NAA15,0.01431106331330799,0.31680515,NAA15,0.01431106331330799,-0.31680515
3820,FMR1,0.014363606035918998,2.0174525,FMR1,0.014363606035918998,-2.0174525
3821,SPPL2A,0.014448028344660045,0.22560845,SPPL2A,0.014448028344660045,-0.22560845
3822,INPP1,0.014453319238434455,2.4824133,INPP1,0.014453319238434455,-2.4824133
3823,DMC1,0.014490403360701204,2.9957826,DMC1,0.014490403360701204,-2.9957826
3824,ACO2,0.014522256505194831,0.07405401,ACO2,0.014522256505194831,-0.07405401
3825,PARP8,0.014543526219829675,1.4774176,PARP8,0.014543526219829675,-1.4774176
3826,NTHL1,0.01458081431954174,0.6712963,NTHL1,0.01458081431954174,-0.6712963
3827,SMYD3,0.014628879997388846,0.4247589,SMYD3,0.014628879997388846,-0.4247589
3828,WDR41,0.014639580208906345,0.6755459,WDR41,0.014639580208906345,-0.6755459
3829,P2RY10,0.01465564346266423,1.1719416,P2RY10,0.01465564346266423,-1.1719416
3830,HDAC8,0.01465564346266423,1.2890118,HDAC8,0.01465564346266423,-1.2890118
3831,XRCC2,0.01465564346266423,2.198717,XRCC2,0.01465564346266423,-2.198717
3832,MAN1A1,0.014661001332162596,3.0216124,MAN1A1,0.014661001332162596,-3.0216124
3833,ARL5A,0.014671722251304907,0.3302669,ARL5A,0.014671722251304907,-0.3302669
3834,EEA1,0.014736193004794885,0.8309996,EEA1,0.014736193004794885,-0.8309996
3835,LENG1,0.014746962371432418,0.83922386,LENG1,0.014746962371432418,-0.83922386
3836,NDFIP2,0.014811724355557776,0.6510759,NDFIP2,0.014811724355557776,-0.6510759
3837,FBXO6,0.014838782400666757,4.5782905,FBXO6,0.014838782400666757,-4.5782905
3838,GYPC,0.014914776783713208,0.3275131,GYPC,0.014914776783713208,-0.3275131
3839,SOCS3,0.014914776783713208,4.1688576,SOCS3,0.014914776783713208,-4.1688576
3840,PAPD4,0.014920218051877864,0.47201362,PAPD4,0.014920218051877864,-0.47201362
3841,TMA16,0.014936552351537414,0.21136595,TMA16,0.014936552351537414,-0.21136595
3842,XPO6,0.014985649816399117,0.6414806,XPO6,0.014985649816399117,-0.6414806
3843,PM20D2,0.015150336332936694,0.6048903,PM20D2,0.015150336332936694,-0.6048903
3844,DOK1,0.01520005209659851,0.9738343,DOK1,0.01520005209659851,-0.9738343
3845,LGALS8,0.015222194064576798,0.80104727,LGALS8,0.015222194064576798,-0.80104727
3846,ADA,0.015305479587890433,0.10354634,ADA,0.015305479587890433,-0.10354634
3847,RRAGA,0.015305479587890433,0.08264471,RRAGA,0.015305479587890433,-0.08264471
3848,CDIP1,0.015316614580148238,2.2232995,CDIP1,0.015316614580148238,-2.2232995
3849,RPE,0.015377984605904328,1.0260279,RPE,0.015377984605904328,-1.0260279
3850,AGFG1,0.015383574417464452,0.6551288,AGFG1,0.015383574417464452,-0.6551288
3851,SNTB2,0.015394759406381643,1.5193753,SNTB2,0.015394759406381643,-1.5193753
3852,USP15,0.015417150860699166,0.27142218,USP15,0.015417150860699166,-0.27142218
3853,GPALPP1,0.015417150860699166,0.47785634,GPALPP1,0.015417150860699166,-0.47785634
3854,XPA,0.015428357333700186,0.24243972,XPA,0.015428357333700186,-0.24243972
3855,ATG10,0.015450791790399019,1.709309,ATG10,0.015450791790399019,-1.709309
3856,HNRNPH2,0.015456404888742975,0.13771448,HNRNPH2,0.015456404888742975,-0.13771448
3857,GPR108,0.015478875233069908,0.45312208,GPR108,0.015478875233069908,-0.45312208
3858,CLASRP,0.015484497309269553,0.56261134,CLASRP,0.015484497309269553,-0.56261134
3859,UXS1,0.015507003588827204,2.3432016,UXS1,0.015507003588827204,-2.3432016
3860,DARS,0.015552102525925402,0.22675362,DARS,0.015552102525925402,-0.22675362
3861,BOP1,0.015563395277871525,0.5151398,BOP1,0.015563395277871525,-0.5151398
3862,RIOK3,0.015608638470932554,0.34118193,RIOK3,0.015608638470932554,-0.34118193
3863,GAPVD1,0.015608638470932554,0.7070312,GAPVD1,0.015608638470932554,-0.7070312
3864,HOOK3,0.015631303432159755,0.5224175,HOOK3,0.015631303432159755,-0.5224175
3865,LINC00467,0.0156369741948039,0.2576009,LINC00467,0.0156369741948039,-0.2576009
3866,USP37,0.015653997344004435,2.1606371,USP37,0.015653997344004435,-2.1606371
3867,WRAP53,0.01567672023711011,1.5894868,WRAP53,0.01567672023711011,-1.5894868
3868,EGLN2,0.015710858983722167,0.41697368,EGLN2,0.015710858983722167,-0.41697368
3869,FUNDC1,0.015710858983722167,0.3762704,FUNDC1,0.015710858983722167,-0.3762704
3870,KATNAL1,0.01572795286821324,0.4418391,KATNAL1,0.01572795286821324,-0.4418391
3871,HEXIM1,0.01577933272197369,1.4527282,HEXIM1,0.01577933272197369,-1.4527282
3872,STT3B,0.015807940828826993,0.073859125,STT3B,0.015807940828826993,-0.073859125
3873,CLASP1,0.015836594543034068,1.2129818,CLASP1,0.015836594543034068,-1.2129818
3874,GOSR2,0.015928593611528916,1.0029731,GOSR2,0.015928593611528916,-1.0029731
3875,TIA1,0.016003688552680764,0.26236236,TIA1,0.016003688552680764,-0.26236236
3876,NORAD,0.016038452612591996,0.5965011,NORAD,0.016038452612591996,-0.5965011
3877,MICU1,0.01604425307242618,1.1281034,MICU1,0.01604425307242618,-1.1281034
3878,GATA3,0.01604425307242618,26.606602,GATA3,0.01604425307242618,-26.606602
3879,GIMAP6,0.01604425307242618,26.570509,GIMAP6,0.01604425307242618,-26.570509
3880,KIF21A,0.01604425307242618,26.49369,KIF21A,0.01604425307242618,-26.49369
3881,EIF2S3,0.016050055376367566,0.2807634,EIF2S3,0.016050055376367566,-0.2807634
3882,ICA1,0.016061665518512416,2.261609,ICA1,0.016061665518512416,-2.261609
3883,NOL10,0.0160790945746647,0.58602774,NOL10,0.0160790945746647,-0.58602774
3884,KDM2A,0.016189865165805742,0.36468652,KDM2A,0.016189865165805742,-0.36468652
3885,CDKN2AIP,0.016195713730329072,0.68405646,CDKN2AIP,0.016195713730329072,-0.68405646
3886,HMBS,0.016207416430112996,0.81766754,HMBS,0.016207416430112996,-0.81766754
3887,DCAF15,0.016230844126282312,0.8176812,DCAF15,0.016230844126282312,-0.8176812
3888,DMAP1,0.01624256913047233,0.3653813,DMAP1,0.01624256913047233,-0.3653813
3889,INTS6,0.016260170592869928,0.06830588,INTS6,0.016260170592869928,-0.06830588
3890,MMAB,0.016372036248777207,0.92090976,MMAB,0.016372036248777207,-0.92090976
3891,ARHGAP18,0.016389760917532754,3.5281868,ARHGAP18,0.016389760917532754,-3.5281868
3892,IGF2R,0.016514306307842883,1.6411898,IGF2R,0.016514306307842883,-1.6411898
3893,GSTZ1,0.016526211015601602,0.32212505,GSTZ1,0.016526211015601602,-0.32212505
3894,TNPO1,0.0165381232601093,0.2906767,TNPO1,0.0165381232601093,-0.2906767
3895,ST20,0.0165381232601093,0.66119546,ST20,0.0165381232601093,-0.66119546
3896,STRN,0.0165381232601093,0.77186316,STRN,0.0165381232601093,-0.77186316
3897,RAB29,0.01654408220987534,0.89039665,RAB29,0.01654408220987534,-0.89039665
3898,DNAJC17,0.016573905253538572,1.11691,DNAJC17,0.016573905253538572,-1.11691
3899,SAP30BP,0.016573905253538572,0.15169163,SAP30BP,0.016573905253538572,-0.15169163
3900,CNOT2,0.016579875524688592,0.11065813,CNOT2,0.016579875524688592,-0.11065813
3901,NUDT8,0.016585847684461776,1.7352164,NUDT8,0.016585847684461776,-1.7352164
3902,PAAF1,0.016585847684461776,0.74037135,PAAF1,0.016585847684461776,-0.74037135
3903,ZNF330,0.016645673265044077,0.5487726,ZNF330,0.016645673265044077,-0.5487726
3904,N4BP2L1,0.016645673265044077,0.53544986,N4BP2L1,0.016645673265044077,-0.53544986
3905,ETNK1,0.016657661094008156,0.39776653,ETNK1,0.016657661094008156,-0.39776653
3906,CCDC189,0.016735766925891498,0.47362915,CCDC189,0.016735766925891498,-0.47362915
3907,SLC25A38,0.016753836944506263,0.6430854,SLC25A38,0.016753836944506263,-0.6430854
3908,DDX55,0.016765893137588448,0.9032651,DDX55,0.016765893137588448,-0.9032651
3909,NME3,0.016765893137588448,0.6836972,NME3,0.016765893137588448,-0.6836972
3910,WDR70,0.01682628841991299,0.62499976,WDR70,0.01682628841991299,-0.62499976
3911,KLHL5,0.01682628841991299,0.34800786,KLHL5,0.01682628841991299,-0.34800786
3912,WDR26,0.01682628841991299,0.5955523,WDR26,0.01682628841991299,-0.5955523
3913,C15ORF57,0.016874742064470923,0.36636525,C15ORF57,0.016874742064470923,-0.36636525
3914,STK39,0.016874742064470923,1.0693389,STK39,0.016874742064470923,-1.0693389
3915,RFWD2,0.016874742064470923,0.6667022,RFWD2,0.016874742064470923,-0.6667022
3916,TRAPPC2,0.016911162625875265,0.37408414,TRAPPC2,0.016911162625875265,-0.37408414
3917,MSH3,0.01692331813482018,0.9605769,MSH3,0.01692331813482018,-0.9605769
3918,ARCN1,0.01692331813482018,0.84891665,ARCN1,0.01692331813482018,-0.84891665
3919,SLC25A46,0.016972016885972857,0.37088814,SLC25A46,0.016972016885972857,-0.37088814
3920,ZW10,0.016978112868576107,2.7240536,ZW10,0.016978112868576107,-2.7240536
3921,MVD,0.01705753566952356,0.41553444,MVD,0.01705753566952356,-0.41553444
3922,TRMT10C,0.01705753566952356,0.18214382,TRMT10C,0.01705753566952356,-0.18214382
3923,JOSD1,0.017069783452587098,0.6501815,JOSD1,0.017069783452587098,-0.6501815
3924,DEDD2,0.017069783452587098,0.391061,DEDD2,0.017069783452587098,-0.391061
3925,LRRC61,0.017082038951152595,1.3669871,LRRC61,0.017082038951152595,-1.3669871
3926,POLR3H,0.017082038951152595,0.9778893,POLR3H,0.017082038951152595,-0.9778893
3927,SGCB,0.017106573110813022,4.2960405,SGCB,0.017106573110813022,-4.2960405
3928,ZNF451,0.01715573419249757,0.54770315,ZNF451,0.01715573419249757,-0.54770315
3929,SLC16A1,0.017266800017072443,0.62014353,SLC16A1,0.017266800017072443,-0.62014353
3930,CSTF2,0.017322569056387384,0.8740423,CSTF2,0.017322569056387384,-0.8740423
3931,PPWD1,0.017334983607533803,0.35103896,PPWD1,0.017334983607533803,-0.35103896
3932,SOCS1,0.017409634896478725,0.15957706,SOCS1,0.017409634896478725,-0.15957706
3933,ATM,0.017447066139838326,-0.9599554,ATM,0.017447066139838326,0.9599554
3934,GNGT2,0.017465808209023263,0.44507682,GNGT2,0.017465808209023263,-0.44507682
3935,FBXO11,0.017490825092355555,0.22896545,FBXO11,0.017490825092355555,-0.22896545
3936,GTPBP6,0.01752214037064708,0.29966858,GTPBP6,0.01752214037064708,-0.29966858
3937,MT1F,0.01752840932125796,1.8160541,MT1F,0.01752840932125796,-1.8160541
3938,TRAF3,0.017603790234823804,0.4926363,TRAF3,0.017603790234823804,-0.4926363
3939,SELT,0.017610084785211665,0.40214804,SELT,0.017610084785211665,-0.40214804
3940,ACAD9,0.017628980275029883,1.3492655,ACAD9,0.017628980275029883,-1.3492655
3941,PLEKHG1,0.017628980275029883,-2.041286,PLEKHG1,0.017628980275029883,2.041286
3942,RNF149,0.017660512250764166,0.5623529,RNF149,0.017660512250764166,-0.5623529
3943,GTPBP1,0.017692093647521993,0.39287892,GTPBP1,0.017692093647521993,-0.39287892
3944,SF1,0.017723724528981317,0.3178253,SF1,0.017723724528981317,-0.3178253
3945,MRPS28,0.017749064905961672,0.6149519,MRPS28,0.017749064905961672,-0.6149519
3946,PTRH1,0.017768091018684526,1.6825389,PTRH1,0.017768091018684526,-1.6825389
3947,LSP1,0.017780785020533187,0.4726461,LSP1,0.017780785020533187,-0.4726461
3948,LXN,0.017806196866701297,2.8579736,LXN,0.017806196866701297,-2.8579736
3949,MSRB2,0.017812554798406058,0.8430338,MSRB2,0.017812554798406058,-0.8430338
3950,WDR45,0.017818914719198393,0.6057197,WDR45,0.017818914719198393,-0.6057197
3951,ZNF830,0.01786986575408001,0.45581234,ZNF830,0.01786986575408001,-0.45581234
3952,ATP5L,0.01787624359968544,0.37506405,ATP5L,0.01787624359968544,-0.37506405
3953,DPH5,0.01788262343949676,1.0225853,DPH5,0.01788262343949676,-1.0225853
3954,NDUFAF4,0.01790816275104844,0.5498577,NDUFAF4,0.01790816275104844,-0.5498577
3955,ZNFX1,0.017927338198986637,1.3879519,ZNFX1,0.017927338198986637,-1.3879519
3956,CDK5,0.017946531631688335,2.5131936,CDK5,0.017946531631688335,-2.5131936
3957,DOHH,0.017959337251866308,1.1902692,DOHH,0.017959337251866308,-1.1902692
3958,UBL4A,0.017965743063008303,0.74699235,UBL4A,0.017965743063008303,-0.74699235
3959,ORMDL3,0.01797215087553695,0.9366245,ORMDL3,0.01797215087553695,-0.9366245
3960,MDC1,0.017997802149791256,2.4562807,MDC1,0.017997802149791256,-2.4562807
3961,MARK2,0.01801063980859603,1.2636217,MARK2,0.01801063980859603,-1.2636217
3962,CDC34,0.018049200921078142,1.9771473,CDC34,0.018049200921078142,-1.9771473
3963,GGPS1,0.01816531844687283,0.29697308,GGPS1,0.01816531844687283,-0.29697308
3964,CCNL2,0.01824309306822675,0.23797092,CCNL2,0.01824309306822675,-0.23797092
3965,COQ10B,0.018256083810727373,0.4052532,COQ10B,0.018256083810727373,-0.4052532
3966,MTMR14,0.018256083810727373,0.088216096,MTMR14,0.018256083810727373,-0.088216096
3967,LINC01184,0.01829510464491357,0.372812,LINC01184,0.01829510464491357,-0.372812
3968,ETFDH,0.01829510464491357,0.9384181,ETFDH,0.01829510464491357,-0.9384181
3969,RBM12,0.018334198476149054,0.6229956,RBM12,0.018334198476149054,-0.6229956
3970,NOP16,0.01834724599414599,0.5562771,NOP16,0.01834724599414599,-0.5562771
3971,WHAMM,0.018373365416418187,0.92882055,WHAMM,0.018373365416418187,-0.92882055
3972,JAKMIP1,0.01838643732899875,26.42567,JAKMIP1,0.01838643732899875,-26.42567
3973,TCF25,0.018406060461360105,0.1400528,TCF25,0.018406060461360105,-0.1400528
3974,SLC38A10,0.018451919072582916,1.0191686,SLC38A10,0.018451919072582916,-1.0191686
3975,ITGB7,0.018491306013035315,0.80521965,ITGB7,0.018491306013035315,-0.80521965
3976,HYPK,0.018517604832027752,0.4683968,HYPK,0.018517604832027752,-0.4683968
3977,LAMTOR3,0.018524184648887748,0.5563178,LAMTOR3,0.018524184648887748,-0.5563178
3978,LUC7L,0.018570300680954287,0.7197115,LUC7L,0.018570300680954287,-0.7197115
3979,TTC3,0.01859669777765603,0.16765329,TTC3,0.01859669777765603,-0.16765329
3980,CEP192,0.018656211316403132,1.6213528,CEP192,0.018656211316403132,-1.6213528
3981,RBL2,0.0186760861578095,0.40615016,RBL2,0.0186760861578095,-0.40615016
3982,APOO,0.0186760861578095,2.0521715,APOO,0.0186760861578095,-2.0521715
3983,SUPT6H,0.0186760861578095,0.90787476,SUPT6H,0.0186760861578095,-0.90787476
3984,MAP4K1,0.0186760861578095,0.055284984,MAP4K1,0.0186760861578095,-0.055284984
3985,BIRC6,0.018682715220051712,0.116728954,BIRC6,0.018682715220051712,-0.116728954
3986,KIN,0.018729176320995328,0.21510461,KIN,0.018729176320995328,-0.21510461
3987,PREB,0.018742469472239346,0.4780254,PREB,0.018742469472239346,-0.4780254
3988,ABHD17B,0.01876908053661771,1.1748503,ABHD17B,0.01876908053661771,-1.1748503
3989,TOMM20,0.018815729431205585,0.27266416,TOMM20,0.018815729431205585,-0.27266416
3990,ALG6,0.018835752837815307,0.8846414,ALG6,0.018835752837815307,-0.8846414
3991,BCL2L13,0.018849112127134093,0.3820086,BCL2L13,0.018849112127134093,-0.3820086
3992,ABCF2,0.01888923972893793,1.1300796,ABCF2,0.01888923972893793,-1.1300796
3993,LAPTM4A,0.018909331531170734,0.122722425,LAPTM4A,0.018909331531170734,-0.122722425
3994,DHRSX,0.018909331531170734,1.3823868,DHRSX,0.018909331531170734,-1.3823868
3995,APOL6,0.018909331531170734,2.4357145,APOL6,0.018909331531170734,-2.4357145
3996,DLG1,0.018916032950436087,0.31971702,DLG1,0.018916032950436087,-0.31971702
3997,FOXO1,0.018963001065335525,0.40910113,FOXO1,0.018963001065335525,-0.40910113
3998,ACTR6,0.018969719113794293,0.6185468,ACTR6,0.018969719113794293,-0.6185468
3999,TAB2,0.018983161454303746,0.9516894,TAB2,0.018983161454303746,-0.9516894
4000,LAX1,0.019016803751152174,0.9645695,LAX1,0.019016803751152174,-0.9645695
4001,NME2,0.019030275259206166,1.1961101,NME2,0.019030275259206166,-1.1961101
4002,TIMM21,0.019063990539598872,1.7926465,TIMM21,0.019063990539598872,-1.7926465
4003,TSR1,0.019097758030357286,1.0617094,TSR1,0.019097758030357286,-1.0617094
4004,C17ORF58,0.019131577797598023,1.947666,C17ORF58,0.019131577797598023,-1.947666
4005,OGFOD1,0.019145120356730296,1.347977,OGFOD1,0.019145120356730296,-1.347977
4006,TXLNG,0.019253762832283496,0.34210888,TXLNG,0.019253762832283496,-0.34210888
4007,TYW3,0.019383475281319375,0.21147548,TYW3,0.019383475281319375,-0.21147548
4008,LUZP1,0.01944518408059992,2.3430626,LUZP1,0.01944518408059992,-2.3430626
4009,ICE2,0.019500180369743027,0.6449718,ICE2,0.019500180369743027,-0.6449718
4010,CUL1,0.019527729435721695,0.83672017,CUL1,0.019527729435721695,-0.83672017
4011,SLC39A7,0.019541516714030583,1.111093,SLC39A7,0.019541516714030583,-1.111093
4012,UBE2F,0.0195484135413871,0.9629365,UBE2F,0.0195484135413871,-0.9629365
4013,RP11-111M22.3,0.019582929581597464,0.9589582,RP11-111M22.3,0.019582929581597464,-0.9589582
4014,EIF1AD,0.01965905230392698,1.0571443,EIF1AD,0.01965905230392698,-1.0571443
4015,C21ORF91,0.01981905352593977,0.43539402,C21ORF91,0.01981905352593977,-0.43539402
4016,RELA,0.019833020259540635,0.63392603,RELA,0.019833020259540635,-0.63392603
4017,STAMBPL1,0.019888973165038362,0.8232424,STAMBPL1,0.019888973165038362,-0.8232424
4018,C12ORF29,0.019902982905756095,1.1043726,C12ORF29,0.019902982905756095,-1.1043726
4019,SPHK2,0.019938044954868762,0.7111189,SPHK2,0.019938044954868762,-0.7111189
4020,AIF1,0.020114165162261326,1.6064351,AIF1,0.020114165162261326,-1.6064351
4021,NBN,0.020142470025391233,0.26664227,NBN,0.020142470025391233,-0.26664227
4022,ZPR1,0.020156635486772302,0.36713898,ZPR1,0.020156635486772302,-0.36713898
4023,UBE2Z,0.020163721476817033,0.4601172,UBE2Z,0.020163721476817033,-0.4601172
4024,CAP1,0.020163721476817033,0.583234,CAP1,0.020163721476817033,-0.583234
4025,QDPR,0.02017080964048864,1.8096815,QDPR,0.02017080964048864,-1.8096815
4026,RC3H2,0.020263153815544478,0.35617474,RC3H2,0.020263153815544478,-0.35617474
4027,ZNF292,0.020270272467069327,0.04527393,ZNF292,0.020270272467069327,-0.04527393
4028,KNTC1,0.02028451631601672,1.751916,KNTC1,0.02028451631601672,-1.751916
4029,APOL3,0.02034157907033917,1.2969571,APOL3,0.02034157907033917,-1.2969571
4030,CREBL2,0.02039878180766832,1.6879984,CREBL2,0.02039878180766832,-1.6879984
4031,HSD17B4,0.02039878180766832,0.51181877,HSD17B4,0.02039878180766832,-0.51181877
4032,ZNF331,0.0204131043970842,1.3817182,ZNF331,0.0204131043970842,-1.3817182
4033,AGTRAP,0.020513608349481707,2.3525841,AGTRAP,0.020513608349481707,-2.3525841
4034,CHTF18,0.020528001227545,2.3823628,CHTF18,0.020528001227545,-2.3823628
4035,CDK11A,0.020564021957589843,0.224488,CDK11A,0.020564021957589843,-0.224488
4036,EFCAB11,0.020571232713963255,2.0647976,EFCAB11,0.020571232713963255,-2.0647976
4037,B4GALT1,0.020571232713963255,0.8088841,B4GALT1,0.020571232713963255,-0.8088841
4038,STK17A,0.020600097792280166,-0.20914456,STK17A,0.020600097792280166,0.20914456
4039,RABL3,0.020643461628573757,1.148456,RABL3,0.020643461628573757,-1.148456
4040,CCDC88C,0.020643461628573757,0.09263725,CCDC88C,0.020643461628573757,-0.09263725
4041,SPTLC2,0.02065069666719559,0.6630719,SPTLC2,0.02065069666719559,-0.6630719
4042,FLI1,0.02071591156542981,0.19047014,FLI1,0.02071591156542981,-0.19047014
4043,AC004381.6,0.02073042812382694,3.3981993,AC004381.6,0.02073042812382694,-3.3981993
4044,MFGE8,0.0207594878468532,3.2411735,MFGE8,0.0207594878468532,-3.2411735
4045,TMEM248,0.02077403102029039,0.034318056,TMEM248,0.02077403102029039,-0.034318056
4046,STK10,0.020781305936917488,0.5436907,STK10,0.020781305936917488,-0.5436907
4047,GPX1,0.020788583074218065,0.2977773,GPX1,0.020788583074218065,-0.2977773
4048,MYCBP2,0.020817713841177025,0.09716864,MYCBP2,0.020817713841177025,-0.09716864
4049,SPATA13,0.020817713841177025,3.2170222,SPATA13,0.020817713841177025,-3.2170222
4050,MCCC1,0.020839585260476287,0.51991117,MCCC1,0.020839585260476287,-0.51991117
4051,DXO,0.020846880183008724,3.078377,DXO,0.020846880183008724,-3.078377
4052,NAA60,0.020934593010875788,1.0344499,NAA60,0.020934593010875788,-1.0344499
